doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
GU5048FU15111K7K5Z2X509SB,2025-05-12 09:00:20,Говядина 500г.,"Птица, мясо",5,719.0,15.0,6,2
GU5048FU15111K7K5Z2X509SB,2025-05-12 09:00:20,Свежий лук 1кг.,Овощи,3,670.9,12.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Фермерский томат 1кг.,Овощи,4,545.33,25.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Копчен. сосиски 300г.,"Колбасы, сосиски",2,322.15,3.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Курица 1кг.,"Птица, мясо",1,484.07,37.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Минеральная вода НПО «Самойлова-Зайцева»,Безалкогольные напитки,4,951.76,58.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Кефир 2.5%  450г.,Кисломолочные продукты,2,108.2,8.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Копчен. сосиски 250г.,"Колбасы, сосиски",5,437.01,30.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Фермерский томат 650г.,Овощи,5,74.73,4.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Питьевая вода ЗАО «Орлов Пестова»,Безалкогольные напитки,1,284.33,19.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Чипсы 40г.,"Чипсы, орехи, сухарики",1,250.58,15.0,6,2
QG6743VY29329V3Z4T3L820IQ,2025-05-12 09:00:33,Орехи 65г.,"Чипсы, орехи, сухарики",1,7.74,0.0,6,2
BD2709LO22577C3J6S8S240NJ,2025-05-12 09:20:17,Свинина 500г.,"Птица, мясо",3,302.91,18.0,6,2
BD2709LO22577C3J6S8S240NJ,2025-05-12 09:20:17,Молоко цельное 1% 900г.,Молочные продукты,2,801.61,14.0,6,2
MN0168YO29806L2Z1Z3V757XW,2025-05-12 09:25:20,Курица 1кг.,"Птица, мясо",5,520.63,21.0,6,2
MN0168YO29806L2Z1Z3V757XW,2025-05-12 09:25:20,Фасоль красная 350г.,Консервы,4,173.99,7.0,6,2
MN0168YO29806L2Z1Z3V757XW,2025-05-12 09:25:20,Соус 220г.,"Бакалея, соусы",2,25.54,1.0,6,2
CV3558VF65453G2V6C1I717TE,2025-05-12 09:30:31,Яйцо С0,Яйцо,3,910.54,71.0,6,2
CV3558VF65453G2V6C1I717TE,2025-05-12 09:30:31,Молоко цельное 3.5% 400г.,Молочные продукты,3,493.3,35.0,6,2
CV3558VF65453G2V6C1I717TE,2025-05-12 09:30:31,Кола ЗАО «Яковлев»,Безалкогольные напитки,4,538.53,27.0,6,2
OR6994BM37475A5R7G9R443PV,2025-05-12 09:39:30,Молоко ультрапастеризованное 3.5% 900г.,Молочные продукты,5,871.87,13.0,6,2
OR6994BM37475A5R7G9R443PV,2025-05-12 09:39:30,Кетчуп 400г.,"Бакалея, соусы",3,687.16,60.0,6,2
OR6994BM37475A5R7G9R443PV,2025-05-12 09:39:30,Сыр Тильзитер 50% 200г.,Сыры,4,224.67,15.0,6,2
OR6994BM37475A5R7G9R443PV,2025-05-12 09:39:30,Йогурт 1%  120г.,Кисломолочные продукты,2,358.36,4.0,6,2
SH6576IB19435D2P1H5R213AK,2025-05-12 09:40:49,Яйцо С1,Яйцо,3,148.83,14.0,6,2
SH6576IB19435D2P1H5R213AK,2025-05-12 09:40:49,Варен. сосиски 250г.,"Колбасы, сосиски",5,97.92,7.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Орехи 120г.,"Чипсы, орехи, сухарики",4,642.47,27.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Фругурт 1%  110г.,Кисломолочные продукты,2,84.48,1.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Майонез 400г.,"Бакалея, соусы",2,863.62,17.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Майонез 400г.,"Бакалея, соусы",4,181.72,14.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Банан (Нигерия),Фрукты,5,597.73,25.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Свинина 500г.,"Птица, мясо",3,737.38,53.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Фасоль белая 400г.,Консервы,2,837.95,69.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Свежий томат 650г.,Овощи,2,37.57,2.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Говядина 1кг.,"Птица, мясо",4,935.44,81.0,6,2
XW2659LN26763A9D7E7C557WB,2025-05-12 09:59:21,Яйцо С2,Яйцо,3,369.71,11.0,6,2
TU9639RF48903Y5Y4Q9C082SV,2025-05-12 10:17:24,Свинина 1кг.,"Птица, мясо",5,43.43,2.0,6,2
TU9639RF48903Y5Y4Q9C082SV,2025-05-12 10:17:24,Чипсы 120г.,"Чипсы, орехи, сухарики",3,560.19,29.0,6,2
TU9639RF48903Y5Y4Q9C082SV,2025-05-12 10:17:24,Говядина 1кг.,"Птица, мясо",3,631.41,46.0,6,2
TU9639RF48903Y5Y4Q9C082SV,2025-05-12 10:17:24,Свежий картофель 450г.,Овощи,5,529.97,32.0,6,2
TU9639RF48903Y5Y4Q9C082SV,2025-05-12 10:17:24,Говядина 500г.,"Птица, мясо",4,727.32,60.0,6,2
TU9639RF48903Y5Y4Q9C082SV,2025-05-12 10:17:24,Фасоль белая 400г.,Консервы,1,704.43,54.0,6,2
TU9639RF48903Y5Y4Q9C082SV,2025-05-12 10:17:24,Говядина 1кг.,"Птица, мясо",5,35.32,1.0,6,2
JD2943PY55286R5Q8M5M538HX,2025-05-12 10:27:55,Чипсы 140г.,"Чипсы, орехи, сухарики",1,26.52,2.0,6,2
JD2943PY55286R5Q8M5M538HX,2025-05-12 10:27:55,Яйцо С1,Яйцо,5,686.34,9.0,6,2
IN9773IU64747U4I8K6J888QE,2025-05-12 10:52:12,Пиво 4.2% ООО «Павлова»,Алкогольные напитки,3,985.69,15.0,6,2
IN9773IU64747U4I8K6J888QE,2025-05-12 10:52:12,Кефир 2.5%  110г.,Кисломолочные продукты,5,401.29,39.0,6,2
IN9773IU64747U4I8K6J888QE,2025-05-12 10:52:12,Лосось 1кг.,"Рыба, морепродукты",5,158.98,3.0,6,2
IN9773IU64747U4I8K6J888QE,2025-05-12 10:52:12,Майонез 780г.,"Бакалея, соусы",4,5.95,1.0,6,2
IN9773IU64747U4I8K6J888QE,2025-05-12 10:52:12,Фругурт 1%  450г.,Кисломолочные продукты,3,662.42,22.0,6,2
IN9773IU64747U4I8K6J888QE,2025-05-12 10:52:12,Снеки 140г.,"Чипсы, орехи, сухарики",4,99.92,10.0,6,2
IN9773IU64747U4I8K6J888QE,2025-05-12 10:52:12,Креветки 500г.,"Рыба, морепродукты",1,620.87,1.0,6,2
IN9773IU64747U4I8K6J888QE,2025-05-12 10:52:12,Копчен. сосиски 250г.,"Колбасы, сосиски",2,412.41,22.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Булка мультизерн. 150г.,"Хлеб, выпечка",1,233.09,12.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Банан (Казахстан),Фрукты,5,534.35,40.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Кофе (Сент-Винсент и Гренадины) 400г.,"Чай, кофе, какао",2,506.34,27.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Пиво безалкогольное ИП «Жуков-Авдеева»,Безалкогольные напитки,1,323.03,23.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Батон ржан. 250г.,"Хлеб, выпечка",5,221.51,9.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Фругурт 2.5%  400г.,Кисломолочные продукты,4,33.04,1.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Яйцо С0,Яйцо,2,977.36,73.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Йогурт 3.5%  110г.,Кисломолочные продукты,2,972.06,13.0,6,2
ZA6945MO37994D4B0C4Z012JW,2025-05-12 11:20:45,Курица 500г.,"Птица, мясо",4,866.48,54.0,6,2
CM1631OF44525K4O1Y8S352JM,2025-05-12 11:26:08,Семечки 65г.,"Чипсы, орехи, сухарики",1,658.3,8.0,6,2
CM1631OF44525K4O1Y8S352JM,2025-05-12 11:26:08,Кофе (Нидерланды) 150г.,"Чай, кофе, какао",5,252.67,14.0,6,2
CM1631OF44525K4O1Y8S352JM,2025-05-12 11:26:08,Батон ржан. 250г.,"Хлеб, выпечка",2,384.87,5.0,6,2
CM1631OF44525K4O1Y8S352JM,2025-05-12 11:26:08,Свинина 1кг.,"Птица, мясо",3,617.25,37.0,6,2
TJ2319SJ95336U4C0S7R444XN,2025-05-12 12:06:19,Пиво 4.2% Шубин и партнеры,Алкогольные напитки,1,165.43,13.0,6,2
TJ2319SJ95336U4C0S7R444XN,2025-05-12 12:06:19,Кефир 1%  450г.,Кисломолочные продукты,2,863.72,56.0,6,2
TJ2319SJ95336U4C0S7R444XN,2025-05-12 12:06:19,Кефир 1%  450г.,Кисломолочные продукты,5,626.32,18.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Говядина 1кг.,"Птица, мясо",2,614.88,47.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Кетчуп 780г.,"Бакалея, соусы",5,386.7,22.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Груша (Белиз),Фрукты,5,786.01,13.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Сыр Ламбер 40% 200г.,Сыры,3,822.98,18.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Чипсы 40г.,"Чипсы, орехи, сухарики",2,184.19,5.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Сырокопч. сосиски 250г.,"Колбасы, сосиски",1,875.9,66.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Кетчуп 220г.,"Бакалея, соусы",3,812.28,6.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Булка пшен. 400г.,"Хлеб, выпечка",2,136.25,7.0,6,2
ED0595DH69433G4G7C7S504HY,2025-05-12 12:08:03,Фермерский кабачок 450г.,Овощи,1,600.36,39.0,6,2
AB9244TO35033T6P8G5R709JR,2025-05-12 12:15:49,Кукуруза 350г.,Консервы,4,183.15,3.0,6,2
AB9244TO35033T6P8G5R709JR,2025-05-12 12:15:49,Орехи 65г.,"Чипсы, орехи, сухарики",1,964.42,60.0,6,2
YP8112RZ22713K0P8I8O887JZ,2025-05-12 12:28:35,Фругурт 1%  120г.,Кисломолочные продукты,3,407.0,26.0,6,2
YP8112RZ22713K0P8I8O887JZ,2025-05-12 12:28:35,Фермерский кабачок 650г.,Овощи,3,900.22,52.0,6,2
YK9552JU83913H0P9D9R021IM,2025-05-12 12:31:56,Банан (Сирия),Фрукты,1,781.72,27.0,6,2
YK9552JU83913H0P9D9R021IM,2025-05-12 12:31:56,Кетчуп 220г.,"Бакалея, соусы",2,288.08,24.0,6,2
YK9552JU83913H0P9D9R021IM,2025-05-12 12:31:56,Яйцо С0,Яйцо,5,199.56,11.0,6,2
YK9552JU83913H0P9D9R021IM,2025-05-12 12:31:56,Питьевая вода АО «Аксенова-Шилова»,Безалкогольные напитки,1,655.99,15.0,6,2
YK9552JU83913H0P9D9R021IM,2025-05-12 12:31:56,Чипсы 65г.,"Чипсы, орехи, сухарики",2,962.55,20.0,6,2
YK9552JU83913H0P9D9R021IM,2025-05-12 12:31:56,Булка мультизерн. 150г.,"Хлеб, выпечка",5,654.83,11.0,6,2
SV3226GM85895S4Y4C2A313KC,2025-05-12 13:06:02,Майонез 220г.,"Бакалея, соусы",3,813.87,19.0,6,2
SV3226GM85895S4Y4C2A313KC,2025-05-12 13:06:02,Семечки 120г.,"Чипсы, орехи, сухарики",4,974.98,12.0,6,2
SV3226GM85895S4Y4C2A313KC,2025-05-12 13:06:02,Кофе (Австралия) 200г.,"Чай, кофе, какао",1,924.87,33.0,6,2
SV3226GM85895S4Y4C2A313KC,2025-05-12 13:06:02,Свежий баклажан 650г.,Овощи,3,277.42,5.0,6,2
SV3226GM85895S4Y4C2A313KC,2025-05-12 13:06:02,Горбуша 1кг.,"Рыба, морепродукты",2,342.36,4.0,6,2
ZM9529NV63525P0J4A5P367TQ,2025-05-12 13:07:35,Варен. сосиски 400г.,"Колбасы, сосиски",4,311.35,16.0,6,2
ZM9529NV63525P0J4A5P367TQ,2025-05-12 13:07:35,Курица 1кг.,"Птица, мясо",5,632.7,40.0,6,2
ZM9529NV63525P0J4A5P367TQ,2025-05-12 13:07:35,Фермерский томат 450г.,Овощи,5,240.22,14.0,6,2
