doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
MT6604NA64599L6X6P7A863AG,2025-05-12 09:16:05,Креветки 500г.,"Рыба, морепродукты",5,813.66,57.0,3,2
MT6604NA64599L6X6P7A863AG,2025-05-12 09:16:05,"Минеральная вода НПО «Исаев, Трофимов и Соколова»",Безалкогольные напитки,2,267.39,12.0,3,2
AS3936CV60743T9F3M5V695AC,2025-05-12 09:31:20,Пиво 4.2% АО «Беспалов-Носкова»,Алкогольные напитки,4,699.31,22.0,3,2
AS3936CV60743T9F3M5V695AC,2025-05-12 09:31:20,Курица 1кг.,"Птица, мясо",1,458.32,33.0,3,2
AS3936CV60743T9F3M5V695AC,2025-05-12 09:31:20,Копчен. сосиски 250г.,"Колбасы, сосиски",5,471.39,7.0,3,2
AS3936CV60743T9F3M5V695AC,2025-05-12 09:31:20,Пиво 4.2% ООО «Третьякова»,Алкогольные напитки,2,540.25,49.0,3,2
AS3936CV60743T9F3M5V695AC,2025-05-12 09:31:20,Соус 400г.,"Бакалея, соусы",5,71.01,0.0,3,2
AS3936CV60743T9F3M5V695AC,2025-05-12 09:31:20,Яйцо С1,Яйцо,5,73.74,5.0,3,2
QP3825TE90869Z6A7Z4V979QG,2025-05-12 09:46:47,Лимонад Globaltrans,Безалкогольные напитки,4,458.71,23.0,3,2
QP3825TE90869Z6A7Z4V979QG,2025-05-12 09:46:47,Яйцо С2,Яйцо,1,839.46,34.0,3,2
QP3825TE90869Z6A7Z4V979QG,2025-05-12 09:46:47,Пиво безалкогольное ООО «Филиппов Родионова»,Безалкогольные напитки,3,594.03,17.0,3,2
QP3825TE90869Z6A7Z4V979QG,2025-05-12 09:46:47,Пиво 4.5% Мельников Инк,Алкогольные напитки,4,762.77,26.0,3,2
QP3825TE90869Z6A7Z4V979QG,2025-05-12 09:46:47,Минеральная вода НПО «Стрелкова Гущин»,Безалкогольные напитки,1,325.38,7.0,3,2
QP3825TE90869Z6A7Z4V979QG,2025-05-12 09:46:47,Кукуруза 400г.,Консервы,3,333.06,2.0,3,2
RU0874RZ70754C0A6P3Z480XK,2025-05-12 10:03:42,Горошек 350г.,Консервы,3,944.46,71.0,3,2
RU0874RZ70754C0A6P3Z480XK,2025-05-12 10:03:42,Лимонад Беспалов Инкорпорэйтед,Безалкогольные напитки,3,22.91,0.0,3,2
RU0874RZ70754C0A6P3Z480XK,2025-05-12 10:03:42,Кофе (Армения) 400г.,"Чай, кофе, какао",5,25.59,2.0,3,2
RU0874RZ70754C0A6P3Z480XK,2025-05-12 10:03:42,Булка мультизерн. 400г.,"Хлеб, выпечка",4,403.55,13.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,"Виски 38% ОАО «Михайлова, Самсонов и Алексеев»",Алкогольные напитки,5,411.4,7.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,"Пиво 4.2% АО «Матвеев, Князев и Сазонов»",Алкогольные напитки,3,107.01,3.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,Булка ржан. 150г.,"Хлеб, выпечка",1,678.93,50.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,Апельсин (Куба),Фрукты,1,85.8,1.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,Кукуруза 400г.,Консервы,1,966.2,15.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,Фругурт 1%  450г.,Кисломолочные продукты,3,425.89,16.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,Виски 38% ЗАО «Ермакова-Гаврилов»,Алкогольные напитки,2,854.33,33.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,Батон ржан. 150г.,"Хлеб, выпечка",1,374.65,2.0,3,2
DJ0140HK91427S3F5X5Q014HQ,2025-05-12 10:54:15,Майонез 780г.,"Бакалея, соусы",1,275.39,27.0,3,2
KZ6894JF09380C6B2E0S958RF,2025-05-12 11:10:30,Сыр Ламбер 40% 150г.,Сыры,1,634.86,16.0,3,2
KZ6894JF09380C6B2E0S958RF,2025-05-12 11:10:30,Варен. колбаса 300г.,"Колбасы, сосиски",5,106.99,10.0,3,2
KZ6894JF09380C6B2E0S958RF,2025-05-12 11:10:30,Соус 780г.,"Бакалея, соусы",3,695.66,55.0,3,2
KZ6894JF09380C6B2E0S958RF,2025-05-12 11:10:30,Сыр Ламбер 45% 250г.,Сыры,5,254.1,9.0,3,2
KZ6894JF09380C6B2E0S958RF,2025-05-12 11:10:30,Молоко пастеризованное 2.5% 400г.,Молочные продукты,5,533.72,10.0,3,2
KZ6894JF09380C6B2E0S958RF,2025-05-12 11:10:30,Свинина 1кг.,"Птица, мясо",3,966.56,51.0,3,2
KZ6894JF09380C6B2E0S958RF,2025-05-12 11:10:30,Сырокопч. колбаса 250г.,"Колбасы, сосиски",3,833.9,61.0,3,2
KZ6894JF09380C6B2E0S958RF,2025-05-12 11:10:30,Кетчуп 400г.,"Бакалея, соусы",4,755.33,70.0,3,2
SE7436GM50187G3K1A7K439SN,2025-05-12 11:10:58,Пиво 4% НПО «Кулагина»,Алкогольные напитки,1,513.2,41.0,3,2
GH8005TM45324Q1E9T2X758TM,2025-05-12 11:12:56,Говядина 500г.,"Птица, мясо",5,722.21,20.0,3,2
GH8005TM45324Q1E9T2X758TM,2025-05-12 11:12:56,Минеральная вода Энергосбытовая компания Восток,Безалкогольные напитки,4,251.58,11.0,3,2
GH8005TM45324Q1E9T2X758TM,2025-05-12 11:12:56,Майонез 400г.,"Бакалея, соусы",2,682.12,19.0,3,2
GH8005TM45324Q1E9T2X758TM,2025-05-12 11:12:56,Груша (ЮАР),Фрукты,5,21.01,1.0,3,2
FX0460PD48319S7L9A5B168HE,2025-05-12 12:03:44,Батон мультизерн. 200г.,"Хлеб, выпечка",5,207.6,15.0,3,2
FX0460PD48319S7L9A5B168HE,2025-05-12 12:03:44,Яйцо С0,Яйцо,1,408.28,36.0,3,2
NU2269RK00236A7K2N3I070RF,2025-05-12 12:25:09,Сыр Пармезан 45% 200г.,Сыры,5,330.7,21.0,3,2
NU2269RK00236A7K2N3I070RF,2025-05-12 12:25:09,Фасоль белая 350г.,Консервы,4,944.88,45.0,3,2
NU2269RK00236A7K2N3I070RF,2025-05-12 12:25:09,Фермерский огурец 1кг.,Овощи,4,563.87,38.0,3,2
NU2269RK00236A7K2N3I070RF,2025-05-12 12:25:09,Горбуша 500г.,"Рыба, морепродукты",5,849.23,47.0,3,2
NU2269RK00236A7K2N3I070RF,2025-05-12 12:25:09,Кола ОАО «Дмитриев»,Безалкогольные напитки,4,586.48,42.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Копчен. сосиски 400г.,"Колбасы, сосиски",2,495.89,0.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Снеки 120г.,"Чипсы, орехи, сухарики",2,461.32,16.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Говядина 500г.,"Птица, мясо",2,904.57,6.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Крабовое мясо 1кг.,"Рыба, морепродукты",3,778.11,68.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Яблоко (Индонезия),Фрукты,2,457.84,12.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Молоко цельное 3.5% 900г.,Молочные продукты,3,479.13,26.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,"Водка 40% НПО «Носов, Шарапов и Дементьев»",Алкогольные напитки,5,875.5,16.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Фермерский картофель 1кг.,Овощи,3,755.55,49.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Пиво безалкогольное АО «Тихонова-Никифоров»,Безалкогольные напитки,3,488.8,42.0,3,2
PT6699OU90655A9I2T1G709FA,2025-05-12 12:40:42,Буханка пшен. 250г.,"Хлеб, выпечка",4,635.04,22.0,3,2
BP8125HW24550O3Y4R5F297VC,2025-05-12 12:45:52,Батон пшен. 150г.,"Хлеб, выпечка",4,328.63,27.0,3,2
BP8125HW24550O3Y4R5F297VC,2025-05-12 12:45:52,Кефир 2.5%  400г.,Кисломолочные продукты,2,963.41,60.0,3,2
RE8927LA00961A1D4Y1P429ET,2025-05-12 12:54:31,Чай (Япония) 200г.,"Чай, кофе, какао",5,841.46,71.0,3,2
IT7706VP85798Z6Y4F2O629KF,2025-05-12 12:55:27,Фасоль белая 350г.,Консервы,2,32.8,3.0,3,2
IT7706VP85798Z6Y4F2O629KF,2025-05-12 12:55:27,Чай (Румыния) 200г.,"Чай, кофе, какао",1,694.23,65.0,3,2
IT7706VP85798Z6Y4F2O629KF,2025-05-12 12:55:27,Молоко пастеризованное 2.5% 400г.,Молочные продукты,4,97.13,4.0,3,2
IT7706VP85798Z6Y4F2O629KF,2025-05-12 12:55:27,Питьевая вода ЗАО «Терентьев»,Безалкогольные напитки,4,191.24,7.0,3,2
IT7706VP85798Z6Y4F2O629KF,2025-05-12 12:55:27,Варен. сосиски 400г.,"Колбасы, сосиски",5,961.4,95.0,3,2
IT7706VP85798Z6Y4F2O629KF,2025-05-12 12:55:27,Пиво 4% ООО «Агафонова-Нестерова»,Алкогольные напитки,2,467.49,43.0,3,2
IT7706VP85798Z6Y4F2O629KF,2025-05-12 12:55:27,Свежий огурец 1кг.,Овощи,1,928.51,4.0,3,2
