doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
QX3277ZE23018C9V3G4Z410XU,2025-05-12 09:19:06,Водка 40% ИП «Петухов Буров»,Алкогольные напитки,1,904.61,48.0,1,2
QX3277ZE23018C9V3G4Z410XU,2025-05-12 09:19:06,Пиво 4.5% ЗАО «Колесников»,Алкогольные напитки,4,864.43,25.0,1,2
IB5229SA78444Y1T6O7F610IL,2025-05-12 09:29:15,Фругурт 1%  120г.,Кисломолочные продукты,2,306.73,18.0,1,2
IB5229SA78444Y1T6O7F610IL,2025-05-12 09:29:15,Булка ржан. 250г.,"Хлеб, выпечка",5,940.56,61.0,1,2
IB5229SA78444Y1T6O7F610IL,2025-05-12 09:29:15,Груша (Мексика),Фрукты,4,22.24,1.0,1,2
DH7441HU54678C9S6X7M791HY,2025-05-12 09:29:31,Питьевая вода Баранов Лимитед,Безалкогольные напитки,4,27.5,2.0,1,2
DH7441HU54678C9S6X7M791HY,2025-05-12 09:29:31,Чипсы 120г.,"Чипсы, орехи, сухарики",4,743.41,29.0,1,2
DH7441HU54678C9S6X7M791HY,2025-05-12 09:29:31,Соус 780г.,"Бакалея, соусы",3,695.59,11.0,1,2
DH7441HU54678C9S6X7M791HY,2025-05-12 09:29:31,Чипсы 65г.,"Чипсы, орехи, сухарики",1,196.12,0.0,1,2
DH7441HU54678C9S6X7M791HY,2025-05-12 09:29:31,Кукуруза 400г.,Консервы,1,66.69,6.0,1,2
DH7441HU54678C9S6X7M791HY,2025-05-12 09:29:31,Копчен. колбаса 300г.,"Колбасы, сосиски",2,884.18,5.0,1,2
DH7441HU54678C9S6X7M791HY,2025-05-12 09:29:31,Чипсы 65г.,"Чипсы, орехи, сухарики",1,851.23,7.0,1,2
DH7441HU54678C9S6X7M791HY,2025-05-12 09:29:31,Кофе (Испания) 150г.,"Чай, кофе, какао",3,657.75,41.0,1,2
JO5907FJ65393V6U3W4V715FT,2025-05-12 10:08:42,Кефир 1%  110г.,Кисломолочные продукты,3,664.8,29.0,1,2
JO5907FJ65393V6U3W4V715FT,2025-05-12 10:08:42,Семечки 40г.,"Чипсы, орехи, сухарики",5,710.52,51.0,1,2
JO5907FJ65393V6U3W4V715FT,2025-05-12 10:08:42,Снеки 40г.,"Чипсы, орехи, сухарики",1,823.8,4.0,1,2
JO5907FJ65393V6U3W4V715FT,2025-05-12 10:08:42,Яйцо С1,Яйцо,1,955.22,57.0,1,2
JO5907FJ65393V6U3W4V715FT,2025-05-12 10:08:42,Кетчуп 780г.,"Бакалея, соусы",2,536.31,7.0,1,2
JO5907FJ65393V6U3W4V715FT,2025-05-12 10:08:42,Сыр Тильзитер 45% 150г.,Сыры,2,116.29,11.0,1,2
JO5907FJ65393V6U3W4V715FT,2025-05-12 10:08:42,Яйцо С2,Яйцо,4,147.28,12.0,1,2
JO5907FJ65393V6U3W4V715FT,2025-05-12 10:08:42,Фермерский кабачок 650г.,Овощи,2,584.11,45.0,1,2
GU1598NT43698V4G7N3Y050PN,2025-05-12 10:31:37,Фермерский кабачок 650г.,Овощи,5,532.42,8.0,1,2
GU1598NT43698V4G7N3Y050PN,2025-05-12 10:31:37,Кефир 1%  400г.,Кисломолочные продукты,4,508.83,13.0,1,2
GU1598NT43698V4G7N3Y050PN,2025-05-12 10:31:37,Молоко пастеризованное 2.5% 900г.,Молочные продукты,4,909.72,56.0,1,2
GU1598NT43698V4G7N3Y050PN,2025-05-12 10:31:37,Виноград (Доминика),Фрукты,2,654.67,21.0,1,2
GU1598NT43698V4G7N3Y050PN,2025-05-12 10:31:37,Булка мультизерн. 150г.,"Хлеб, выпечка",1,329.16,4.0,1,2
LS6779MO31793D8K8T5C561JU,2025-05-12 10:35:48,Кукуруза 400г.,Консервы,1,915.21,78.0,1,2
