doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
RE4549TO60249L2R0I3P193FN,2025-05-12 09:30:28,"Пиво безалкогольное ОАО «Шубина, Кузнецова и Волков»",Безалкогольные напитки,2,82.8,2.0,10,1
RE4549TO60249L2R0I3P193FN,2025-05-12 09:30:28,Молоко ультрапастеризованное 3.5% 450г.,Молочные продукты,2,450.9,42.0,10,1
YI7525KG27205X0G9H8W101AL,2025-05-12 09:50:34,Кола ИП «Селезнев Стрелкова»,Безалкогольные напитки,4,967.93,65.0,10,1
YI7525KG27205X0G9H8W101AL,2025-05-12 09:50:34,Яблоко (Грузия),Фрукты,3,414.08,41.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Яблоко (Монголия),Фрукты,2,715.19,7.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,"Кола АО «Беляков, Жукова и Яковлев»",Безалкогольные напитки,4,679.48,46.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Фермерский кабачок 450г.,Овощи,1,717.13,61.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Яблоко (Белиз),Фрукты,1,456.03,34.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Водка 40% Приосколье,Алкогольные напитки,3,289.55,7.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Молоко пастеризованное 2.5% 850г.,Молочные продукты,1,110.87,1.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Какао (Венгрия) 200г.,"Чай, кофе, какао",5,641.55,45.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Батон ржан. 200г.,"Хлеб, выпечка",1,275.3,27.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Питьевая вода ОАО «Копылов»,Безалкогольные напитки,2,508.35,35.0,10,1
LF6809XH60857F9D0F3C441FF,2025-05-12 10:31:38,Фермерский картофель 450г.,Овощи,5,330.89,9.0,10,1
MW7163LB47618W6X3X3T079DR,2025-05-12 10:54:52,Крабовое мясо 1кг.,"Рыба, морепродукты",3,62.22,3.0,10,1
MW7163LB47618W6X3X3T079DR,2025-05-12 10:54:52,Молоко пастеризованное 1% 850г.,Молочные продукты,5,894.59,12.0,10,1
MW7163LB47618W6X3X3T079DR,2025-05-12 10:54:52,Сыр Российский 40% 200г.,Сыры,2,649.68,10.0,10,1
MW7163LB47618W6X3X3T079DR,2025-05-12 10:54:52,Фасоль красная 400г.,Консервы,1,960.45,58.0,10,1
MW7163LB47618W6X3X3T079DR,2025-05-12 10:54:52,Кофе (Грузия) 120г.,"Чай, кофе, какао",2,994.22,33.0,10,1
MW7163LB47618W6X3X3T079DR,2025-05-12 10:54:52,Какао (Ливия) 400г.,"Чай, кофе, какао",3,29.95,2.0,10,1
MW7163LB47618W6X3X3T079DR,2025-05-12 10:54:52,Виноград (Албания),Фрукты,1,935.21,34.0,10,1
MW7163LB47618W6X3X3T079DR,2025-05-12 10:54:52,Креветки 1кг.,"Рыба, морепродукты",1,678.81,14.0,10,1
OH7744HL54407F4U8Y4W347HB,2025-05-12 11:19:15,Фругурт 3.5%  450г.,Кисломолочные продукты,5,971.39,82.0,10,1
OH7744HL54407F4U8Y4W347HB,2025-05-12 11:19:15,Батон мультизерн. 200г.,"Хлеб, выпечка",5,269.45,1.0,10,1
OH7744HL54407F4U8Y4W347HB,2025-05-12 11:19:15,Водка 40% ЗАО «Гурьев»,Алкогольные напитки,1,777.14,55.0,10,1
ET4218CD59670J1M3N3O643ZN,2025-05-12 11:30:24,Мандарин (Ливия),Фрукты,2,978.92,63.0,10,1
ET4218CD59670J1M3N3O643ZN,2025-05-12 11:30:24,Питьевая вода ОАО «Уварова-Шестакова»,Безалкогольные напитки,1,100.83,8.0,10,1
ET4218CD59670J1M3N3O643ZN,2025-05-12 11:30:24,Какао (Восточный Тимор) 120г.,"Чай, кофе, какао",1,23.96,0.0,10,1
ET4218CD59670J1M3N3O643ZN,2025-05-12 11:30:24,Креветки 1кг.,"Рыба, морепродукты",3,409.44,10.0,10,1
ET4218CD59670J1M3N3O643ZN,2025-05-12 11:30:24,Йогурт 2.5%  110г.,Кисломолочные продукты,2,402.88,34.0,10,1
ET4218CD59670J1M3N3O643ZN,2025-05-12 11:30:24,Булка ржан. 400г.,"Хлеб, выпечка",3,114.62,1.0,10,1
