doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
PK1938ZM67506E3S3F5W292KL,2025-05-12 09:01:07,Молоко цельное 2.5% 850г.,Молочные продукты,4,226.63,6.0,9,3
PK1938ZM67506E3S3F5W292KL,2025-05-12 09:01:07,Сыр Тильзитер 45% 200г.,Сыры,3,442.02,0.0,9,3
PK1938ZM67506E3S3F5W292KL,2025-05-12 09:01:07,Какао (Фиджи) 400г.,"Чай, кофе, какао",1,746.65,6.0,9,3
AQ1817JE99681W7N5Q1L857AI,2025-05-12 09:18:51,Булка ржан. 400г.,"Хлеб, выпечка",3,324.15,14.0,9,3
AQ1817JE99681W7N5Q1L857AI,2025-05-12 09:18:51,Яйцо С1,Яйцо,2,960.0,60.0,9,3
AQ1817JE99681W7N5Q1L857AI,2025-05-12 09:18:51,Фасоль белая 400г.,Консервы,3,258.16,11.0,9,3
AQ1817JE99681W7N5Q1L857AI,2025-05-12 09:18:51,Сырокопч. колбаса 300г.,"Колбасы, сосиски",4,106.91,2.0,9,3
AQ1817JE99681W7N5Q1L857AI,2025-05-12 09:18:51,Лосось 1кг.,"Рыба, морепродукты",4,774.0,56.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Молоко цельное 3.5% 450г.,Молочные продукты,2,159.74,10.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Кола РАО «Горбачева Тарасов»,Безалкогольные напитки,2,699.6,62.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Яйцо С2,Яйцо,4,901.02,50.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Семечки 40г.,"Чипсы, орехи, сухарики",3,505.5,23.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Сырокопч. сосиски 300г.,"Колбасы, сосиски",3,116.63,1.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Свежий кабачок 1кг.,Овощи,5,465.31,21.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Фермерский кабачок 1кг.,Овощи,1,554.1,40.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Какао (Лихтенштейн) 200г.,"Чай, кофе, какао",2,792.35,73.0,9,3
TN2619PO95929B4Q7L6Z648TD,2025-05-12 09:18:52,Кетчуп 400г.,"Бакалея, соусы",5,686.99,65.0,9,3
LL1479LJ49343B7T2A4N647YW,2025-05-12 09:41:46,Свежий томат 450г.,Овощи,3,201.57,17.0,9,3
LL1479LJ49343B7T2A4N647YW,2025-05-12 09:41:46,Кефир 2.5%  120г.,Кисломолочные продукты,3,146.33,11.0,9,3
LL1479LJ49343B7T2A4N647YW,2025-05-12 09:41:46,Фермерский огурец 450г.,Овощи,5,474.24,10.0,9,3
LL1479LJ49343B7T2A4N647YW,2025-05-12 09:41:46,Пиво безалкогольное РАО «Тарасова-Красильников»,Безалкогольные напитки,1,264.88,20.0,9,3
LL1479LJ49343B7T2A4N647YW,2025-05-12 09:41:46,Буханка пшен. 250г.,"Хлеб, выпечка",2,53.57,5.0,9,3
LL1479LJ49343B7T2A4N647YW,2025-05-12 09:41:46,Сыр Российский 40% 150г.,Сыры,3,281.02,3.0,9,3
LL1479LJ49343B7T2A4N647YW,2025-05-12 09:41:46,Пиво 4.5% Меркушева Лтд,Алкогольные напитки,2,487.27,47.0,9,3
CL7912RM44186O0R9W7Q303WH,2025-05-12 09:42:52,Копчен. колбаса 300г.,"Колбасы, сосиски",5,486.39,41.0,9,3
CL7912RM44186O0R9W7Q303WH,2025-05-12 09:42:52,Кетчуп 780г.,"Бакалея, соусы",1,520.46,21.0,9,3
CL7912RM44186O0R9W7Q303WH,2025-05-12 09:42:52,Сырокопч. сосиски 300г.,"Колбасы, сосиски",4,783.09,19.0,9,3
CL7912RM44186O0R9W7Q303WH,2025-05-12 09:42:52,Горбуша 1кг.,"Рыба, морепродукты",3,538.51,43.0,9,3
CL7912RM44186O0R9W7Q303WH,2025-05-12 09:42:52,Горошек 400г.,Консервы,4,851.68,75.0,9,3
CL7912RM44186O0R9W7Q303WH,2025-05-12 09:42:52,Йогурт 3.5%  400г.,Кисломолочные продукты,5,458.17,19.0,9,3
CL7912RM44186O0R9W7Q303WH,2025-05-12 09:42:52,Яйцо С2,Яйцо,5,485.79,30.0,9,3
CL7912RM44186O0R9W7Q303WH,2025-05-12 09:42:52,Соус 400г.,"Бакалея, соусы",1,346.06,26.0,9,3
EN5853UI27555Z5U3I7N118NI,2025-05-12 10:07:15,Фругурт 1%  450г.,Кисломолочные продукты,3,912.05,15.0,9,3
EN5853UI27555Z5U3I7N118NI,2025-05-12 10:07:15,Фругурт 3.5%  120г.,Кисломолочные продукты,2,789.41,22.0,9,3
OI5157UN24624V0Z0I8V290TG,2025-05-12 10:29:41,Буханка мультизерн. 400г.,"Хлеб, выпечка",5,889.73,9.0,9,3
OI5157UN24624V0Z0I8V290TG,2025-05-12 10:29:41,Яйцо С1,Яйцо,3,936.9,65.0,9,3
OI5157UN24624V0Z0I8V290TG,2025-05-12 10:29:41,Буханка ржан. 200г.,"Хлеб, выпечка",4,590.83,8.0,9,3
OI5157UN24624V0Z0I8V290TG,2025-05-12 10:29:41,Апельсин (Чили),Фрукты,1,209.07,4.0,9,3
OI5157UN24624V0Z0I8V290TG,2025-05-12 10:29:41,Водка 40% ЗАО «Русакова»,Алкогольные напитки,5,768.63,75.0,9,3
OI5157UN24624V0Z0I8V290TG,2025-05-12 10:29:41,Копчен. сосиски 400г.,"Колбасы, сосиски",4,225.68,12.0,9,3
OI5157UN24624V0Z0I8V290TG,2025-05-12 10:29:41,Сыр Голландский 45% 150г.,Сыры,2,802.37,78.0,9,3
OI5157UN24624V0Z0I8V290TG,2025-05-12 10:29:41,Чай (Шри-Ланка) 400г.,"Чай, кофе, какао",2,344.13,32.0,9,3
JX4126PA08341T8R8X4S409FX,2025-05-12 10:39:41,Буханка ржан. 250г.,"Хлеб, выпечка",2,136.68,12.0,9,3
JX4126PA08341T8R8X4S409FX,2025-05-12 10:39:41,Яйцо С0,Яйцо,3,130.25,13.0,9,3
JX4126PA08341T8R8X4S409FX,2025-05-12 10:39:41,Кефир 3.5%  450г.,Кисломолочные продукты,1,582.04,45.0,9,3
JX4126PA08341T8R8X4S409FX,2025-05-12 10:39:41,Свежий картофель 650г.,Овощи,2,208.9,12.0,9,3
AK6705QL15481W6F0J6S736PJ,2025-05-12 10:50:16,Яблоко (Чили),Фрукты,5,663.91,45.0,9,3
AK6705QL15481W6F0J6S736PJ,2025-05-12 10:50:16,Говядина 500г.,"Птица, мясо",5,533.95,53.0,9,3
AK6705QL15481W6F0J6S736PJ,2025-05-12 10:50:16,Яйцо С1,Яйцо,5,260.08,10.0,9,3
AK6705QL15481W6F0J6S736PJ,2025-05-12 10:50:16,Виски 38% Захаров Групп,Алкогольные напитки,1,322.57,1.0,9,3
AK6705QL15481W6F0J6S736PJ,2025-05-12 10:50:16,Лосось 500г.,"Рыба, морепродукты",2,840.2,74.0,9,3
AK6705QL15481W6F0J6S736PJ,2025-05-12 10:50:16,Лосось 1кг.,"Рыба, морепродукты",5,148.27,8.0,9,3
UM2784MB28876M7Y9Z7W765IS,2025-05-12 11:35:04,Горошек 350г.,Консервы,3,709.04,37.0,9,3
UM2784MB28876M7Y9Z7W765IS,2025-05-12 11:35:04,Креветки 1кг.,"Рыба, морепродукты",3,56.15,0.0,9,3
UM2784MB28876M7Y9Z7W765IS,2025-05-12 11:35:04,Копчен. колбаса 400г.,"Колбасы, сосиски",3,583.41,3.0,9,3
UM2784MB28876M7Y9Z7W765IS,2025-05-12 11:35:04,Груша (Ливан),Фрукты,3,899.04,56.0,9,3
JJ6912NT38824W4Q4Z3I474TG,2025-05-12 11:44:27,Фасоль белая 400г.,Консервы,5,224.75,7.0,9,3
