doc_id,doc_dt,item,category,amount,price,discount,shop_num,cash_num
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Снеки 120г.,"Чипсы, орехи, сухарики",3,241.91,16.0,7,2
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Горошек 400г.,Консервы,4,996.53,67.0,7,2
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Лосось 1кг.,"Рыба, морепродукты",1,504.21,28.0,7,2
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Йогурт 1%  110г.,Кисломолочные продукты,2,6.29,0.0,7,2
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Фругурт 3.5%  110г.,Кисломолочные продукты,3,105.96,0.0,7,2
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Булка ржан. 400г.,"Хлеб, выпечка",3,731.67,69.0,7,2
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Кетчуп 220г.,"Бакалея, соусы",2,514.7,9.0,7,2
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Майонез 220г.,"Бакалея, соусы",2,149.31,13.0,7,2
VI2570EZ03867R9Q9N3H016JV,2025-05-12 09:30:19,Яйцо С1,Яйцо,3,986.11,12.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Яйцо С2,Яйцо,2,570.09,2.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Яйцо С1,Яйцо,1,253.33,4.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Фасоль белая 350г.,Консервы,4,844.02,27.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Фермерский лук 450г.,Овощи,1,546.38,29.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Фругурт 2.5%  400г.,Кисломолочные продукты,4,253.7,18.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Яйцо С1,Яйцо,5,892.65,45.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Молоко ультрапастеризованное 2.5% 900г.,Молочные продукты,4,825.08,48.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Лимонад ОАО «Суханов»,Безалкогольные напитки,1,557.76,41.0,7,2
IJ1297WS51680G6J8G5I045DK,2025-05-12 09:39:27,Свежий лук 1кг.,Овощи,5,459.84,25.0,7,2
XU6435ZT54936D6K8N4H990HD,2025-05-12 09:42:42,Какао (Словения) 120г.,"Чай, кофе, какао",5,81.71,2.0,7,2
XU6435ZT54936D6K8N4H990HD,2025-05-12 09:42:42,Апельсин (Коста-Рика),Фрукты,4,959.68,3.0,7,2
XU6435ZT54936D6K8N4H990HD,2025-05-12 09:42:42,Груша (Кот-д’Ивуар),Фрукты,1,483.94,41.0,7,2
XU6435ZT54936D6K8N4H990HD,2025-05-12 09:42:42,Креветки 1кг.,"Рыба, морепродукты",5,289.73,18.0,7,2
XU6435ZT54936D6K8N4H990HD,2025-05-12 09:42:42,Кефир 1%  110г.,Кисломолочные продукты,2,282.11,2.0,7,2
AJ3554FM67421Q1N0I7J852AX,2025-05-12 10:01:05,Крабовое мясо 500г.,"Рыба, морепродукты",3,567.76,21.0,7,2
AJ3554FM67421Q1N0I7J852AX,2025-05-12 10:01:05,Фасоль красная 350г.,Консервы,1,425.27,11.0,7,2
AJ3554FM67421Q1N0I7J852AX,2025-05-12 10:01:05,Сыр Российский 45% 250г.,Сыры,2,522.57,18.0,7,2
AJ3554FM67421Q1N0I7J852AX,2025-05-12 10:01:05,Фермерский баклажан 1кг.,Овощи,4,408.45,39.0,7,2
AJ3554FM67421Q1N0I7J852AX,2025-05-12 10:01:05,Фасоль белая 350г.,Консервы,5,108.77,9.0,7,2
AJ3554FM67421Q1N0I7J852AX,2025-05-12 10:01:05,Свежий лук 450г.,Овощи,4,763.06,17.0,7,2
AJ3554FM67421Q1N0I7J852AX,2025-05-12 10:01:05,Сыр Масдам 50% 150г.,Сыры,4,481.22,23.0,7,2
AJ3554FM67421Q1N0I7J852AX,2025-05-12 10:01:05,Сырокопч. колбаса 400г.,"Колбасы, сосиски",5,399.45,19.0,7,2
XB8039FO28548F3F1C1I737NK,2025-05-12 10:20:43,Молоко ультрапастеризованное 1% 450г.,Молочные продукты,5,401.67,35.0,7,2
XB8039FO28548F3F1C1I737NK,2025-05-12 10:20:43,Сыр Российский 40% 200г.,Сыры,4,292.8,25.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Молоко ультрапастеризованное 3.5% 850г.,Молочные продукты,1,329.02,23.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Виноград (Словения),Фрукты,2,355.04,1.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Семечки 140г.,"Чипсы, орехи, сухарики",5,672.74,29.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Молоко ультрапастеризованное 3.5% 900г.,Молочные продукты,3,25.89,1.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Горбуша 500г.,"Рыба, морепродукты",5,452.02,39.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Кофе (Латвия) 200г.,"Чай, кофе, какао",5,214.99,10.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Пиво 4% ИП «Ширяев-Зимин»,Алкогольные напитки,2,421.8,29.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Пиво безалкогольное РАО «Мясников-Горбачева»,Безалкогольные напитки,3,419.67,6.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Яйцо С2,Яйцо,2,188.18,0.0,7,2
BW7433GU45740V6L1S4F393NP,2025-05-12 10:20:59,Свежий лук 1кг.,Овощи,2,301.44,17.0,7,2
TI3209XK01125A5Q2I2D410GD,2025-05-12 10:23:01,Яйцо С2,Яйцо,5,777.49,50.0,7,2
TI3209XK01125A5Q2I2D410GD,2025-05-12 10:23:01,Фругурт 1%  450г.,Кисломолочные продукты,3,892.7,52.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Яйцо С2,Яйцо,3,929.77,21.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Кола Билла (Rewe),Безалкогольные напитки,4,348.44,18.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Сухарики 40г.,"Чипсы, орехи, сухарики",1,744.88,44.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Яйцо С0,Яйцо,1,93.72,1.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Курица 1кг.,"Птица, мясо",3,87.45,3.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Фермерский баклажан 650г.,Овощи,5,379.16,15.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Крабовое мясо 1кг.,"Рыба, морепродукты",4,780.71,15.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Орехи 40г.,"Чипсы, орехи, сухарики",3,320.96,13.0,7,2
JP0224LQ29010Q3X9D2C108QZ,2025-05-12 10:23:53,Семечки 140г.,"Чипсы, орехи, сухарики",1,969.59,13.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Пиво 4.2% Соллерс,Алкогольные напитки,5,104.71,9.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Сыр Российский 45% 150г.,Сыры,3,233.3,7.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Горошек 400г.,Консервы,1,728.66,33.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Булка кукурузн. 200г.,"Хлеб, выпечка",2,807.3,52.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Фермерский картофель 650г.,Овощи,5,887.84,80.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Яблоко (Куба),Фрукты,3,877.9,72.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Свежий баклажан 1кг.,Овощи,4,832.38,63.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Фермерский баклажан 450г.,Овощи,4,835.05,52.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Горошек 400г.,Консервы,1,754.02,71.0,7,2
IZ0023XP47304B9O3D7X630AC,2025-05-12 10:41:54,Молоко цельное 1% 400г.,Молочные продукты,4,972.5,94.0,7,2
WB1712CX39182W1R1H2H307EX,2025-05-12 10:50:47,Фасоль белая 400г.,Консервы,4,737.5,71.0,7,2
WB1712CX39182W1R1H2H307EX,2025-05-12 10:50:47,Чай (Гаити) 200г.,"Чай, кофе, какао",3,201.01,2.0,7,2
WB1712CX39182W1R1H2H307EX,2025-05-12 10:50:47,Майонез 780г.,"Бакалея, соусы",2,954.0,64.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Кофе (Сингапур) 120г.,"Чай, кофе, какао",5,332.62,31.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Лосось 1кг.,"Рыба, морепродукты",1,223.35,21.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Свежий картофель 1кг.,Овощи,4,46.39,3.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,"Лимонад НПО «Никифорова, Наумов и Иванова»",Безалкогольные напитки,3,122.87,12.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Курица 500г.,"Птица, мясо",4,780.22,65.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Соус 400г.,"Бакалея, соусы",5,20.75,2.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Какао (Греция) 400г.,"Чай, кофе, какао",3,607.19,23.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Булка пшен. 400г.,"Хлеб, выпечка",2,912.13,87.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Водка 40% ООО «Гурьева»,Алкогольные напитки,5,675.0,27.0,7,2
VF3576ZH45424Z0R0S6H934UV,2025-05-12 10:55:08,Молоко пастеризованное 3.5% 900г.,Молочные продукты,5,270.46,15.0,7,2
YV2407WE37182Z8S3I5X624EI,2025-05-12 11:06:47,Кофе (Чехия) 200г.,"Чай, кофе, какао",2,142.42,6.0,7,2
YV2407WE37182Z8S3I5X624EI,2025-05-12 11:06:47,Клубника (Андорра),Фрукты,1,289.88,14.0,7,2
YV2407WE37182Z8S3I5X624EI,2025-05-12 11:06:47,Яйцо С2,Яйцо,5,128.76,9.0,7,2
YV2407WE37182Z8S3I5X624EI,2025-05-12 11:06:47,Виноград (Дания),Фрукты,5,228.17,8.0,7,2
YV2407WE37182Z8S3I5X624EI,2025-05-12 11:06:47,Кефир 3.5%  110г.,Кисломолочные продукты,3,620.2,39.0,7,2
DA0573YB91155A7Y7O2F702YQ,2025-05-12 11:16:27,Яйцо С0,Яйцо,4,878.71,6.0,7,2
DA0573YB91155A7Y7O2F702YQ,2025-05-12 11:16:27,Молоко ультрапастеризованное 3.5% 850г.,Молочные продукты,4,674.17,20.0,7,2
DA0573YB91155A7Y7O2F702YQ,2025-05-12 11:16:27,Булка пшен. 250г.,"Хлеб, выпечка",3,4.89,0.0,7,2
DA0573YB91155A7Y7O2F702YQ,2025-05-12 11:16:27,Молоко цельное 2.5% 850г.,Молочные продукты,3,115.14,9.0,7,2
DA0573YB91155A7Y7O2F702YQ,2025-05-12 11:16:27,Батон кукурузн. 400г.,"Хлеб, выпечка",5,280.98,19.0,7,2
DA0573YB91155A7Y7O2F702YQ,2025-05-12 11:16:27,Фермерский картофель 450г.,Овощи,3,173.05,16.0,7,2
